[2025-05-02 00:11:21,739][generator][INFO] - Start generate dataset.
[2025-05-02 00:11:21,742][generator][INFO] - Config:
data_generator:
  model_name: VGG19
  dataset_name: CIFAR100
  big_batch_size: 500
  small_batch_size: 128
  num_workers: 4
  target: generate_dataset.VGG_generator.VGG19_on_CIFAR100_generator
  cfg:
    speed_up:
    - 2.2
    method: ${method}
    model_name: ${data_generator.model_name}
    dataset_name: ${data_generator.dataset_name}
_recursive_: true
level: 0
index: 0
num: 5
num_proc: 1
method: group_sl
name: ${data_generator.model_name}_on_${data_generator.dataset_name}
model_name: ${data_generator.model_name}
dataset_name: ${data_generator.dataset_name}
save_path: ../dataset_model/${name}_level_${level}_${index}
dataset_path: ../dataset/${data_generator.dataset_name}
cache_path: .cache/${index}
generator:
  _target_: ${data_generator.target}
  _recursive_: true
  _partial_: true
  level: ${level}
  method: ${method}
  num: ${num}
  cfg: ${data_generator.cfg}
  cfg_big_dataset: ${big_batch_dataset}
  cfg_small_dataset: ${small_batch_dataset}
dataset:
  dataset_name: ${data_generator.dataset_name}
  num_workers: ${data_generator.num_workers}
  big_batch: ${data_generator.big_batch_size}
  small_batch: ${data_generator.small_batch_size}
  dataset_path: ${dataset_path}
big_batch_dataset:
  dataset_name: ${dataset.dataset_name}
  batch_size: ${dataset.big_batch}
  num_workers: ${dataset.num_workers}
  dataset_path: ${dataset.dataset_path}
small_batch_dataset:
  dataset_name: ${dataset.dataset_name}
  batch_size: ${dataset.small_batch}
  num_workers: ${dataset.num_workers}
  dataset_path: ${dataset.dataset_path}

[2025-05-02 00:11:33,301][train][INFO] - Before training : Train Acc=0.0100  Val Acc=0.0100
[2025-05-02 00:11:41,813][train][INFO] - Epoch 1/200, Val Acc=0.0606, Val Loss=4.2031, lr=0.1000
[2025-05-02 00:11:49,870][train][INFO] - Epoch 2/200, Val Acc=0.1305, Val Loss=3.5870, lr=0.1000
[2025-05-02 00:11:58,304][train][INFO] - Epoch 3/200, Val Acc=0.1414, Val Loss=3.7366, lr=0.1000
[2025-05-02 00:12:06,418][train][INFO] - Epoch 4/200, Val Acc=0.2342, Val Loss=2.9997, lr=0.1000
[2025-05-02 00:12:14,438][train][INFO] - Epoch 5/200, Val Acc=0.2030, Val Loss=3.2364, lr=0.1000
[2025-05-02 00:12:22,532][train][INFO] - Epoch 6/200, Val Acc=0.2411, Val Loss=3.0259, lr=0.1000
[2025-05-02 00:12:30,648][train][INFO] - Epoch 7/200, Val Acc=0.2931, Val Loss=2.7124, lr=0.1000
[2025-05-02 00:12:38,966][train][INFO] - Epoch 8/200, Val Acc=0.3327, Val Loss=2.5599, lr=0.1000
[2025-05-02 00:12:47,101][train][INFO] - Epoch 9/200, Val Acc=0.3439, Val Loss=2.4780, lr=0.1000
[2025-05-02 00:12:54,886][train][INFO] - Epoch 10/200, Val Acc=0.3402, Val Loss=2.5924, lr=0.1000
[2025-05-02 00:13:03,196][train][INFO] - Epoch 11/200, Val Acc=0.3809, Val Loss=2.3562, lr=0.1000
[2025-05-02 00:13:11,344][train][INFO] - Epoch 12/200, Val Acc=0.3700, Val Loss=2.4736, lr=0.1000
[2025-05-02 00:13:19,478][train][INFO] - Epoch 13/200, Val Acc=0.3534, Val Loss=2.7411, lr=0.1000
[2025-05-02 00:13:27,500][train][INFO] - Epoch 14/200, Val Acc=0.3335, Val Loss=2.7408, lr=0.1000
[2025-05-02 00:13:35,699][train][INFO] - Epoch 15/200, Val Acc=0.3897, Val Loss=2.4082, lr=0.1000
