[2025-04-29 23:28:18,378][generator][INFO] - Start generate dataset.
[2025-04-29 23:28:18,381][generator][INFO] - Config:
data_generator:
  model_name: VGG19
  dataset_name: CIFAR100
  big_batch_size: 500
  small_batch_size: 128
  num_workers: 4
  target: generate_dataset.VGG_generator.VGG19_on_CIFAR100_generator
  cfg:
    speed_up:
    - 2.2
    method: ${method}
    model_name: ${data_generator.model_name}
    dataset_name: ${data_generator.dataset_name}
_recursive_: true
level: 0
index: 0
num: 5
num_proc: 1
method: group_sl
name: ${data_generator.model_name}_on_${data_generator.dataset_name}
model_name: ${data_generator.model_name}
dataset_name: ${data_generator.dataset_name}
save_path: ../dataset_model/${name}_level_${level}_${index}
dataset_path: ../dataset/${data_generator.dataset_name}
cache_path: .cache/${index}
generator:
  _target_: ${data_generator.target}
  _recursive_: true
  _partial_: true
  level: ${level}
  method: ${method}
  num: ${num}
  cfg: ${data_generator.cfg}
  cfg_big_dataset: ${big_batch_dataset}
  cfg_small_dataset: ${small_batch_dataset}
dataset:
  dataset_name: ${data_generator.dataset_name}
  num_workers: ${data_generator.num_workers}
  big_batch: ${data_generator.big_batch_size}
  small_batch: ${data_generator.small_batch_size}
  dataset_path: ${dataset_path}
big_batch_dataset:
  dataset_name: ${dataset.dataset_name}
  batch_size: ${dataset.big_batch}
  num_workers: ${dataset.num_workers}
  dataset_path: ${dataset.dataset_path}
small_batch_dataset:
  dataset_name: ${dataset.dataset_name}
  batch_size: ${dataset.small_batch}
  num_workers: ${dataset.num_workers}
  dataset_path: ${dataset.dataset_path}

[2025-04-29 23:28:30,276][train][INFO] - Before training : Train Acc=0.0101  Val Acc=0.0101
[2025-04-29 23:28:38,628][train][INFO] - Epoch 1/200, Val Acc=0.0762, Val Loss=3.8597, lr=0.1000
[2025-04-29 23:28:46,932][train][INFO] - Epoch 2/200, Val Acc=0.1398, Val Loss=3.5572, lr=0.1000
[2025-04-29 23:28:55,243][train][INFO] - Epoch 3/200, Val Acc=0.1572, Val Loss=3.5431, lr=0.1000
[2025-04-29 23:29:03,507][train][INFO] - Epoch 4/200, Val Acc=0.2346, Val Loss=2.9004, lr=0.1000
[2025-04-29 23:29:12,184][train][INFO] - Epoch 5/200, Val Acc=0.2663, Val Loss=2.8920, lr=0.1000
[2025-04-29 23:29:20,659][train][INFO] - Epoch 6/200, Val Acc=0.2618, Val Loss=2.9889, lr=0.1000
[2025-04-29 23:29:28,851][train][INFO] - Epoch 7/200, Val Acc=0.3028, Val Loss=2.6586, lr=0.1000
[2025-04-29 23:29:37,326][train][INFO] - Epoch 8/200, Val Acc=0.3483, Val Loss=2.4886, lr=0.1000
[2025-04-29 23:29:45,402][train][INFO] - Epoch 9/200, Val Acc=0.3836, Val Loss=2.3347, lr=0.1000
[2025-04-29 23:29:53,825][train][INFO] - Epoch 10/200, Val Acc=0.3608, Val Loss=2.3940, lr=0.1000
[2025-04-29 23:30:02,427][train][INFO] - Epoch 11/200, Val Acc=0.3965, Val Loss=2.3136, lr=0.1000
[2025-04-29 23:30:10,406][train][INFO] - Epoch 12/200, Val Acc=0.3416, Val Loss=2.6291, lr=0.1000
[2025-04-29 23:30:18,987][train][INFO] - Epoch 13/200, Val Acc=0.4035, Val Loss=2.2881, lr=0.1000
[2025-04-29 23:30:27,351][train][INFO] - Epoch 14/200, Val Acc=0.3876, Val Loss=2.4371, lr=0.1000
[2025-04-29 23:30:35,682][train][INFO] - Epoch 15/200, Val Acc=0.4006, Val Loss=2.4012, lr=0.1000
[2025-04-29 23:30:44,237][train][INFO] - Epoch 16/200, Val Acc=0.4162, Val Loss=2.2860, lr=0.1000
[2025-04-29 23:30:52,551][train][INFO] - Epoch 17/200, Val Acc=0.4145, Val Loss=2.3025, lr=0.1000
[2025-04-29 23:31:00,726][train][INFO] - Epoch 18/200, Val Acc=0.4019, Val Loss=2.4092, lr=0.1000
[2025-04-29 23:31:09,145][train][INFO] - Epoch 19/200, Val Acc=0.4354, Val Loss=2.1805, lr=0.1000
[2025-04-29 23:31:17,433][train][INFO] - Epoch 20/200, Val Acc=0.4207, Val Loss=2.3316, lr=0.1000
[2025-04-29 23:31:25,968][train][INFO] - Epoch 21/200, Val Acc=0.4168, Val Loss=2.2931, lr=0.1000
[2025-04-29 23:31:34,560][train][INFO] - Epoch 22/200, Val Acc=0.4281, Val Loss=2.3353, lr=0.1000
[2025-04-29 23:31:42,735][train][INFO] - Epoch 23/200, Val Acc=0.4012, Val Loss=2.3586, lr=0.1000
[2025-04-29 23:31:51,081][train][INFO] - Epoch 24/200, Val Acc=0.4476, Val Loss=2.1618, lr=0.1000
[2025-04-29 23:31:59,580][train][INFO] - Epoch 25/200, Val Acc=0.4454, Val Loss=2.1582, lr=0.1000
[2025-04-29 23:32:08,069][train][INFO] - Epoch 26/200, Val Acc=0.4540, Val Loss=2.1024, lr=0.1000
[2025-04-29 23:32:15,929][train][INFO] - Epoch 27/200, Val Acc=0.4523, Val Loss=2.1808, lr=0.1000
[2025-04-29 23:32:24,452][train][INFO] - Epoch 28/200, Val Acc=0.4293, Val Loss=2.3056, lr=0.1000
[2025-04-29 23:32:33,160][train][INFO] - Epoch 29/200, Val Acc=0.4647, Val Loss=2.0963, lr=0.1000
[2025-04-29 23:32:41,336][train][INFO] - Epoch 30/200, Val Acc=0.4547, Val Loss=2.1041, lr=0.1000
[2025-04-29 23:32:49,725][train][INFO] - Epoch 31/200, Val Acc=0.4697, Val Loss=2.0492, lr=0.1000
[2025-04-29 23:32:58,087][train][INFO] - Epoch 32/200, Val Acc=0.4527, Val Loss=2.1445, lr=0.1000
[2025-04-29 23:33:06,527][train][INFO] - Epoch 33/200, Val Acc=0.4724, Val Loss=2.0570, lr=0.1000
[2025-04-29 23:33:15,007][train][INFO] - Epoch 34/200, Val Acc=0.4720, Val Loss=2.0327, lr=0.1000
[2025-04-29 23:33:23,290][train][INFO] - Epoch 35/200, Val Acc=0.4752, Val Loss=2.0317, lr=0.1000
[2025-04-29 23:33:31,635][train][INFO] - Epoch 36/200, Val Acc=0.4576, Val Loss=2.2064, lr=0.1000
[2025-04-29 23:33:39,835][train][INFO] - Epoch 37/200, Val Acc=0.4749, Val Loss=2.0470, lr=0.1000
[2025-04-29 23:33:48,342][train][INFO] - Epoch 38/200, Val Acc=0.5020, Val Loss=1.9493, lr=0.1000
